Date,Close,Volume,Open,High,Low,Foreign Buy,Foreign Sell,Foreign Value
21/03/2025,0.80,0,0,0,0,0,0,0
20/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
19/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
18/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
17/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
14/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
13/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
12/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
11/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
10/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
07/03/2025,0.70,"6,000",0.90,0.90,0.70,0,0,0
06/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
05/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
04/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
03/03/2025,0.80,0,0.80,0.80,0.80,0,0,0
28/02/2025,0.80,"2,600",0.80,0.80,0.80,0,0,0
27/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
26/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
25/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
24/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
21/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
20/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
19/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
18/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
17/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
14/02/2025,0.90,700,0.90,0.90,0.90,0,0,0
13/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
12/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
11/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
10/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
07/02/2025,0.90,230,0.90,0.90,0.90,0,0,0
06/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
05/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
04/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
03/02/2025,0.90,0,0.90,0.90,0.90,0,0,0
24/01/2025,0.90,"1,400",0.80,0.90,0.80,0,0,0
23/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
22/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
21/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
20/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
17/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
16/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
15/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
14/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
13/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
10/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
09/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
08/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
07/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
06/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
03/01/2025,0.70,"3,200",0.80,0.90,0.70,0,0,0
02/01/2025,0.80,0,0.80,0.80,0.80,0,0,0
31/12/2024,0.80,0,0.80,0.80,0.80,0,0,0
30/12/2024,0.80,0,0.80,0.80,0.80,0,0,0
27/12/2024,0.80,"2,700",0.80,0.80,0.80,0,0,0
26/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
25/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
24/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
23/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
20/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
19/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
18/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
17/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
16/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
13/12/2024,0.90,13,0.90,0.90,0.90,0,0,0
12/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
11/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
10/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
09/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
06/12/2024,0.90,10,0.90,0.90,0.90,0,0,0
05/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
04/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
03/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
02/12/2024,0.90,0,0.90,0.90,0.90,0,0,0
29/11/2024,0.90,1,0.90,0.90,0.90,0,0,0
28/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
27/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
26/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
25/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
22/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
21/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
20/11/2024,0.90,0,0.90,0.90,0.90,0,0,0
